"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5","test_operation_demands_a_credential[v2-GET-/user/bots/{bot}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","4093","test_the_interface_follows_the_browser_language[webkit-ru-RU]","tests.ui.localisation","2026-09-22","passed","2026-09-22","","test_languages","",""
"","60","test_reading_a_task[writer]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"The flag that makes the product emit its test attributes.

The production build strips them unless a runner injects it. If the
injection ever stopped working, every attribute-based selector would
fail at once; better to learn that here, with a message that says so.
","1447","test_the_testing_flag_reaches_the_application[chromium]","tests.ui.framework","2026-09-22","passed","2026-09-22","","test_session","",""
"","5","test_operation_demands_a_credential[v2-PUT-/tasks/{projecttask}/labels/bulk]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","5","test_documented_operation_exists[v1-PUT-/projects/{project}/views]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_operation_demands_a_credential[v2-PUT-/tasks/bulk]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","578","test_a_non_latin_title_from_the_api_reads_back_unchanged_in_the_calendar","tests.api.calendar","2026-09-22","passed","2026-09-22","","test_two_doors","",""
"","5","test_documented_operation_exists[v2-DELETE-/tasks/{projecttask}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","9","test_documented_operation_exists[v2-GET-/projects/{project}/webhooks]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_operation_demands_a_credential[v1-DELETE-/projects/{project}/views/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","78","test_updating_a_task[admin]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"","3","test_documented_operation_exists[v1-PUT-/migration/ticktick/migrate]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","5","test_documented_operation_exists[v2-DELETE-/user/sessions/{session}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","15","test_operation_demands_a_credential[v1-GET-/backgrounds/unsplash/image/{image}/thumb]","tests.api.authorization","2026-09-22","skipped","2026-09-22","","test_credentials_required","",""
"","6","test_documented_operation_exists[v2-PUT-/projects/{project}/views/{view}/buckets/{bucket}/tasks]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","15","test_documented_operation_exists[v2-GET-/labels/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","33","test_operation_demands_a_credential[v2-POST-/labels]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_documented_operation_exists[v1-GET-/projects/{id}/teams]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","7","test_documented_operation_exists[v1-POST-/filters/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","19","test_documented_operation_exists[v2-GET-/migration/vikunja-file/status]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","9","test_documented_operation_exists[v2-POST-/projects/{project}/webhooks]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","10","test_operation_demands_a_credential[v2-GET-/time-entries]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","7","test_operation_demands_a_credential[v1-POST-/user/settings/totp/enroll]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","7","test_operation_demands_a_credential[v1-PUT-/projects/{projectID}/duplicate]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","4","test_documented_operation_exists[v2-DELETE-/teams/{team}/members/{user}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_documented_operation_exists[v1-PUT-/projects/{projectID}/duplicate]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","6","test_documented_operation_exists[v2-POST-/tokens]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","4","test_operation_demands_a_credential[v2-POST-/user/password]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"The username in the Basic header must be the token owner's. Otherwise
the header claims one account while the token acts for another.","787","test_an_api_token_is_refused_under_another_accounts_username","tests.api.calendar","2026-09-22","passed","2026-09-22","","test_calendar_access","",""
"","8","test_documented_operation_exists[v2-GET-/projects/{project}/tasks]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"Translation lengthens text, and a layout that only fits English
breaks quietly. Measured rather than eyeballed.","5253","test_a_long_title_is_not_cut_off_by_its_container[firefox]","tests.ui.localisation","2026-09-22","passed","2026-09-22","","test_languages","",""
"","6","test_operation_demands_a_credential[v2-PATCH-/filters/{filter}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","16","test_operation_demands_a_credential[v1-POST-/user/password/token]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"Granting one action in an area must not grant the rest of it: the
check that would catch a scope widened by accident.","449","test_a_scoped_token_is_refused_its_siblings[projects-read_all]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"","2","test_documented_operation_exists[v1-GET-/projects/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","10","test_operation_demands_a_credential[v1-POST-/notifications]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","3","test_documented_operation_exists[v2-PATCH-/tasks/{task}/comments/{commentid}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_documented_operation_exists[v1-POST-/user/settings/general]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"A relation is between two tasks, so it has to be visible from both.
Subtask on one side means parent task on the other.","330","test_relating_a_task_shows_up_on_the_other_task_too","tests.api.rules","2026-09-22","passed","2026-09-22","","test_people_and_links","",""
"","2","test_operation_demands_a_credential[v2-DELETE-/tasks/{projecttask}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","5","test_documented_operation_exists[v1-POST-/admin/users]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","7","test_documented_operation_exists[v2-PUT-/filters/{filter}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","31","test_operation_demands_a_credential[v1-PUT-/tasks/{id}/attachments]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"Everyone short of an administrator is refused, a writer included.

Write on a project means write inside it, not power over it.
","16","test_deleting_a_project_is_refused[share_read]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"","1","test_operation_demands_a_credential[v2-PUT-/tasks/{projecttask}/assignees/bulk]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2764","test_a_label_and_a_priority_are_parsed_out_of_the_title[chromium]","tests.ui.tasks","2026-09-22","passed","2026-09-22","","test_quick_add","",""
"","12","test_operation_demands_a_credential[v2-POST-/user/export/request]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","4","test_documented_operation_exists[v2-GET-/projects/{project}/views/{view}/buckets]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","7","test_operation_demands_a_credential[v1-POST-/filters/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"Granting one action in an area must not grant the rest of it: the
check that would catch a scope widened by accident.","64","test_a_scoped_token_is_refused_its_siblings[tasks_labels-read_all]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"A share behind a password is the frontend's only authentication form,
and the only place in this product where a browser asks a stranger for a
secret. What it must not do is render the project first and ask after.
","5168","test_a_password_protected_link_shows_nothing_until_the_password_is_given[webkit]","tests.ui.sharing","2026-09-22","passed","2026-09-22","","test_public_link","",""
"","24","test_a_permission_that_is_not_a_level_is_refused[the-number-as-a-string]","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_permission_values","",""
"","2","test_documented_operation_exists[v1-GET-/admin/overview]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
